# POPS quadrupolar coupling from POPC:POPS 5:1 mixture 
# From Fig. 5 in Roux et al. Biochemistry, 29, 7077-7089
#
# Low concetrations should be retaken from the insert
#
# [CaCl_2]      Quadrupolar_coupling 
-0.00129662949176  1.71790295675
0.0031468760699  1.53847274529
0.00760495050226  1.38468374624
0.0166230814618  1.2565942351
0.0302449755607  1.23112784912
0.0506996700151  1.2313900888
0.0734708149098  1.30860510348
0.100714603108  1.25767233153
0.250977935445  1.72113724605
0.505845759366  2.28850734635
1.00654870738  3.52569584569
