#From http://nmrlipids.blogspot.com/2017/03/nmrlipids-iv-headgroup-glycerol.html?showComment=1491468832701#c8005184714151189896
#
#DOPS 15A cut-off version 2

1 -0.0788824
2 0.0309259 -0.0778611
3 -0.0142537 0.117706
4 -0.00416047
5 0.0251378 -0.16109
