#From http://nmrlipids.blogspot.com/2017/03/nmrlipids-iv-headgroup-glycerol.html?showComment=1491438963532#c7928898586917279430
#
#POPS 15A cut-off version 2

1 -0.103846 
2 0.025198 -0.108365
3 -0.0281673 0.140332
4 -0.0212674 
5 0.0414582 -0.158662
