0.0196538035399  3.96556408643	0.00871337182435  0.0127610531766
0.0392519305825  4.93366702114	0.00871337182435  0.0127610531766
0.0933694859389  5.69786035221	0.00871337182435  0.0127610531766
0.251657767707  6.13057808907	0.00871337182435  0.0127610531766
0.497525179696  6.63950581541	0.00871337182435  0.0127610531766
0.74289150321  6.91913545535	0.00871337182435  0.0127610531766
1.00596295286  7.30063081471	0.00871337182435  0.0127610531766
1.51389963755  7.73245772762	0.00871337182435  0.0127610531766
