0.0197094800372  3.99104165159	0.00871337182435  0.0127610531766
0.509829685595  4.27004771476	0.00871337182435  0.0127610531766
0.999337449682  4.26880056122	0.00871337182435  0.0127610531766
2.01381890662  4.49551525814	0.00871337182435  0.0127610531766
3.01037253144  4.51845397502	0.00871337182435  0.0127610531766
4.02424154692  4.46491545524	0.00871337182435  0.0127610531766
