0,00341296928328  3,92310609375
0,00341296928328  4,20515737581
0,00682593856655  4,56416090546
0,0102389078498  4,87188238383
0,0136518771331  5,07703975963
0,0204778156997  5,20530322919
0,102389078498  6,10343922289
0,252559726962  6,56626119425
0,505119453925  6,97867623465
0,754266211604  7,4679851813
1,00341296928  7,82908899974
1,50511945392  8,52568478166
2,50511945392  9,76500102097
3,00682593857  10,307750649
